temperature,humidity,ventilation rate,volume,CO2_variance,features,scaledFeatures,prediction
23.59,43.77,0.25,65.0,18137.505800000006,"[2.35900000e+01 4.37700000e+01 2.50000000e-01 6.50000000e+01
 1.81375058e+04]",[ 0.09503631 -0.25772307  0.          0.          0.57819208],1
23.59,43.85,0.25,65.0,3491.972450000014,"[2.35900000e+01 4.38500000e+01 2.50000000e-01 6.50000000e+01
 3.49197245e+03]",[ 0.09503631 -0.23695505  0.          0.         -0.17538953],1
23.59,43.89,0.25,65.0,4571.592199999989,[2.3590000e+01 4.3890000e+01 2.5000000e-01 6.5000000e+01 4.5715922e+03],[ 0.09503631 -0.22657104  0.          0.         -0.11983802],1
23.59,44.01,0.25,65.0,0.17405000000008586,[23.59    44.01     0.25    65.       0.17405],[ 0.09503631 -0.195419    0.          0.         -0.35505899],1
23.59,44.12,0.25,65.0,35.44820000000061,[23.59   44.12    0.25   65.     35.4482],[ 0.09503631 -0.16686297  0.          0.         -0.35324397],1
23.59,44.61,0.25,65.0,69893.12719999992,"[2.35900000e+01 4.46100000e+01 2.50000000e-01 6.50000000e+01
 6.98931272e+04]",[ 0.09503631 -0.03965883  0.          0.          3.24126236],3
23.59,44.7,0.25,65.0,62279.79245000006,"[2.35900000e+01 4.47000000e+01 2.50000000e-01 6.50000000e+01
 6.22797925e+04]",[ 0.09503631 -0.0162948   0.          0.          2.84952046],3
23.59,45.53,0.25,65.0,0.18605000000000832,[23.59    45.53     0.25    65.       0.18605],[ 0.09503631  0.19917344  0.          0.         -0.35505837],0
23.59,45.58,0.25,65.0,5.393200000000098,[23.59   45.58    0.25   65.      5.3932],[ 0.09503631  0.21215345  0.          0.         -0.35479044],0
23.59,48.04,0.25,65.0,0.048049999999983085,[2.359e+01 4.804e+01 2.500e-01 6.500e+01 4.805e-02],[ 0.09503631  0.85077016  0.          0.         -0.35506548],0
23.59,48.08,0.25,65.0,6.661250000000332,[23.59    48.08     0.25    65.       6.66125],[ 0.09503631  0.86115417  0.          0.         -0.3547252 ],0
23.59,48.09,0.25,65.0,66.01005000000141,[23.59    48.09     0.25    65.      66.01005],[ 0.09503631  0.86375017  0.          0.         -0.35167142],0
23.59,48.15,0.25,65.0,0.5041000000000516,[23.59   48.15    0.25   65.      0.5041],[ 0.09503631  0.87932619  0.          0.         -0.35504201],0
23.59,48.16,0.25,65.0,0.057799999999933516,[2.359e+01 4.816e+01 2.500e-01 6.500e+01 5.780e-02],[ 0.09503631  0.88192219  0.          0.         -0.35506497],0
23.59,48.33,0.25,65.0,40235.70023333337,"[2.35900000e+01 4.83300000e+01 2.50000000e-01 6.50000000e+01
 4.02357002e+04]",[0.09503631 0.92605424 0.         0.         1.71524818],0
23.59,48.37,0.25,65.0,42447.51909999997,"[2.35900000e+01 4.83700000e+01 2.50000000e-01 6.50000000e+01
 4.24475191e+04]",[0.09503631 0.93643826 0.         0.         1.82905667],0
23.59,48.41,0.25,65.0,26607.92671999999,"[2.35900000e+01 4.84100000e+01 2.50000000e-01 6.50000000e+01
 2.66079267e+04]",[0.09503631 0.94682227 0.         0.         1.0140351 ],0
23.59,48.43,0.25,65.0,31.920049999999165,[23.59    48.43     0.25    65.      31.92005],[ 0.09503631  0.95201427  0.          0.         -0.35342551],0
23.59,48.44,0.25,65.0,46717.8033333333,"[2.35900000e+01 4.84400000e+01 2.50000000e-01 6.50000000e+01
 4.67178033e+04]",[0.09503631 0.95461028 0.         0.         2.04878289],3
23.59,48.45,0.25,65.0,39958.02051999999,"[2.35900000e+01 4.84500000e+01 2.50000000e-01 6.50000000e+01
 3.99580205e+04]",[0.09503631 0.95720628 0.         0.         1.70096025],0
23.59,48.46,0.25,65.0,66189.77279999999,"[2.35900000e+01 4.84600000e+01 2.50000000e-01 6.50000000e+01
 6.61897728e+04]",[0.09503631 0.95980228 0.         0.         3.05070735],3
23.59,48.48,0.25,65.0,111.15404999999953,[ 23.59     48.48      0.25     65.      111.15405],[ 0.09503631  0.96499429  0.          0.         -0.34934855],0
23.59,48.5,0.25,65.0,35.09203333333343,[23.59       48.5         0.25       65.         35.09203333],[ 0.09503631  0.97018629  0.          0.         -0.3532623 ],0
23.59,48.51,0.25,65.0,3133.6178250000066,"[2.35900000e+01 4.85100000e+01 2.50000000e-01 6.50000000e+01
 3.13361783e+03]",[ 0.09503631  0.9727823   0.          0.         -0.19382856],0
23.59,48.52,0.25,65.0,45065.34723333331,"[2.35900000e+01 4.85200000e+01 2.50000000e-01 6.50000000e+01
 4.50653472e+04]",[0.09503631 0.9753783  0.         0.         1.96375625],0
23.59,48.58,0.25,65.0,40522.42863333336,"[2.35900000e+01 4.85800000e+01 2.50000000e-01 6.50000000e+01
 4.05224286e+04]",[0.09503631 0.99095432 0.         0.         1.7300017 ],0
23.59,48.59,0.25,65.0,66601.55045,"[2.35900000e+01 4.85900000e+01 2.50000000e-01 6.50000000e+01
 6.66015504e+04]",[0.09503631 0.99355032 0.         0.         3.07189525],3
23.59,48.62,0.25,65.0,40657.17263333334,"[2.35900000e+01 4.86200000e+01 2.50000000e-01 6.50000000e+01
 4.06571726e+04]",[0.09503631 1.00133833 0.         0.         1.73693492],0
23.59,48.67,0.25,65.0,50149.44500000005,[2.3590000e+01 4.8670000e+01 2.5000000e-01 6.5000000e+01 5.0149445e+04],[0.09503631 1.01431834 0.         0.         2.225357  ],3
23.59,48.72,0.25,65.0,50832.66125000003,"[2.35900000e+01 4.87200000e+01 2.50000000e-01 6.50000000e+01
 5.08326613e+04]",[0.09503631 1.02729836 0.         0.         2.26051169],3
23.59,49.55,0.25,65.0,67561.20404999993,[2.3590000e+01 4.9550000e+01 2.5000000e-01 6.5000000e+01 6.7561204e+04],[0.09503631 1.2427666  0.         0.         3.12127394],3
23.59,49.63,0.25,65.0,65117.18720000004,"[2.35900000e+01 4.96300000e+01 2.50000000e-01 6.50000000e+01
 6.51171872e+04]",[0.09503631 1.26353462 0.         0.         2.99551778],3
23.59,49.72,0.25,65.0,42.412050000000335,[23.59    49.72     0.25    65.      42.41205],[ 0.09503631  1.28689865  0.          0.         -0.35288565],0
23.59,49.84,0.25,65.0,11.35943333333374,[23.59       49.84        0.25       65.         11.35943333],[ 0.09503631  1.31805068  0.          0.         -0.35448345],0
23.59,49.88,0.25,65.0,28754.418049999986,[2.3590000e+01 4.9880000e+01 2.5000000e-01 6.5000000e+01 2.8754418e+04],[0.09503631 1.32843469 0.         0.         1.12448218],0
23.59,49.89,0.25,65.0,30395.916799999988,"[2.35900000e+01 4.98900000e+01 2.50000000e-01 6.50000000e+01
 3.03959168e+04]",[0.09503631 1.33103069 0.         0.         1.20894501],0
23.59,49.91,0.25,65.0,19934.150700000002,"[2.35900000e+01 4.99100000e+01 2.50000000e-01 6.50000000e+01
 1.99341507e+04]",[0.09503631 1.3362227  0.         0.         0.67063792],0
23.59,50.39,0.25,65.0,3082.6951999999987,[2.3590000e+01 5.0390000e+01 2.5000000e-01 6.5000000e+01 3.0826952e+03],[ 0.09503631  1.46083084  0.          0.         -0.19644877],0
23.59,50.54,0.25,65.0,1.6108000000000702,[23.59   50.54    0.25   65.      1.6108],[ 0.09503631  1.49977088  0.          0.         -0.35498506],0
23.59,50.55,0.25,65.0,4.546533333333086,[23.59       50.55        0.25       65.          4.54653333],[ 0.09503631  1.50236689  0.          0.         -0.35483401],0
23.59,50.56,0.25,65.0,3.823033333333716,[23.59       50.56        0.25       65.          3.82303333],[ 0.09503631  1.50496289  0.          0.         -0.35487124],0
23.59,50.62,0.25,65.0,19.158050000000337,[23.59    50.62     0.25    65.      19.15805],[ 0.09503631  1.52053891  0.          0.         -0.35408218],0
23.59,50.78,0.25,65.0,14.25780000000017,[23.59   50.78    0.25   65.     14.2578],[ 0.09503631  1.56207495  0.          0.         -0.35433432],0
23.59,50.79,0.25,65.0,7.683200000000285,[23.59   50.79    0.25   65.      7.6832],[ 0.09503631  1.56467095  0.          0.         -0.35467261],0
23.59,50.8,0.25,65.0,4.661506666666401,[23.59       50.8         0.25       65.          4.66150667],[ 0.09503631  1.56726696  0.          0.         -0.35482809],0
23.59,50.81,0.25,65.0,5.248800000000398,[23.59   50.81    0.25   65.      5.2488],[ 0.09503631  1.56986296  0.          0.         -0.35479787],0
23.61,39.58,0.25,65.0,24.780799999999743,[23.61   39.58    0.25   65.     24.7808],[ 0.13846461 -1.34544828  0.          0.         -0.35379286],2
23.61,39.87,0.25,65.0,0.6049999999999625,[23.61  39.87   0.25  65.     0.605],[ 0.13846461 -1.2701642   0.          0.         -0.35503682],2
23.61,39.89,0.25,65.0,2.1840500000001852,[23.61    39.89     0.25    65.       2.18405],[ 0.13846461 -1.26497219  0.          0.         -0.35495557],2
23.61,39.9,0.25,65.0,1560.7284500000035,"[2.36100000e+01 3.99000000e+01 2.50000000e-01 6.50000000e+01
 1.56072845e+03]",[ 0.13846461 -1.26237619  0.          0.         -0.27476112],2
23.61,39.94,0.25,65.0,704.5929333333341,"[2.36100000e+01 3.99400000e+01 2.50000000e-01 6.50000000e+01
 7.04592933e+02]",[ 0.13846461 -1.25199218  0.          0.         -0.31881333],2
23.61,39.96,0.25,65.0,1012.9275,[2.3610000e+01 3.9960000e+01 2.5000000e-01 6.5000000e+01 1.0129275e+03],[ 0.13846461 -1.24680017  0.          0.         -0.30294806],2
23.61,41.63,0.25,65.0,0.7392333333333105,[23.61       41.63        0.25       65.          0.73923333],[ 0.13846461 -0.81326769  0.          0.         -0.35502991],1
23.61,42.8,0.25,65.0,0.2112500000000591,[23.61    42.8      0.25    65.       0.21125],[ 0.13846461 -0.50953535  0.          0.         -0.35505708],1
23.61,43.56,0.25,65.0,0.07604999999995034,[23.61    43.56     0.25    65.       0.07605],[ 0.13846461 -0.31223913  0.          0.         -0.35506404],1
23.61,43.6,0.25,65.0,0.02419999999998099,[2.361e+01 4.360e+01 2.500e-01 6.500e+01 2.420e-02],[ 0.13846461 -0.30185512  0.          0.         -0.3550667 ],1
23.61,43.76,0.25,65.0,258.55379999999764,[2.361000e+01 4.376000e+01 2.500000e-01 6.500000e+01 2.585538e+02],[ 0.13846461 -0.26031908  0.          0.         -0.34176414],1
23.61,43.79,0.25,65.0,9172.147566666668,"[2.36100000e+01 4.37900000e+01 2.50000000e-01 6.50000000e+01
 9.17214757e+03]",[ 0.13846461 -0.25253107  0.          0.          0.11688221],1
23.61,43.89,0.25,65.0,0.7687999999998703,[23.61   43.89    0.25   65.      0.7688],[ 0.13846461 -0.22657104  0.          0.         -0.35502839],1
23.61,43.92,0.25,65.0,25465.731199999962,"[2.36100000e+01 4.39200000e+01 2.50000000e-01 6.50000000e+01
 2.54657312e+04]",[ 0.13846461 -0.21878303  0.          0.          0.95526376],1
23.61,44.02,0.25,65.0,3168.876050000001,"[2.36100000e+01 4.40200000e+01 2.50000000e-01 6.50000000e+01
 3.16887605e+03]",[ 0.13846461 -0.192823    0.          0.         -0.19201436],1
23.61,44.15,0.25,65.0,79.38000000000028,[23.61 44.15  0.25 65.   79.38],[ 0.13846461 -0.15907496  0.          0.         -0.35098347],1
23.61,47.39,0.25,65.0,0.9112499999998772,[23.61    47.39     0.25    65.       0.91125],[ 0.13846461  0.68202997  0.          0.         -0.35502106],0
23.61,48.1,0.25,65.0,5.3137999999996,[23.61   48.1     0.25   65.      5.3138],[ 0.13846461  0.86634618  0.          0.         -0.35479453],0
23.61,48.13,0.25,65.0,1.1551999999999722,[23.61   48.13    0.25   65.      1.1552],[ 0.13846461  0.87413419  0.          0.         -0.35500851],0
23.61,48.35,0.25,65.0,44228.13603333335,[2.3610000e+01 4.8350000e+01 2.5000000e-01 6.5000000e+01 4.4228136e+04],[0.13846461 0.93124625 0.         0.         1.92067779],0
23.61,48.38,0.25,65.0,15.645091666665808,[23.61       48.38        0.25       65.         15.64509167],[ 0.13846461  0.93903426  0.          0.         -0.35426293],0
23.61,48.41,0.25,65.0,9.559899999999915,[23.61   48.41    0.25   65.      9.5599],[ 0.13846461  0.94682227  0.          0.         -0.35457605],0
23.61,48.42,0.25,65.0,6373.1166333333185,"[2.36100000e+01 4.84200000e+01 2.50000000e-01 6.50000000e+01
 6.37311663e+03]",[ 0.13846461  0.94941827  0.          0.         -0.02714111],0
23.61,48.43,0.25,65.0,48456.02563333334,"[2.36100000e+01 4.84300000e+01 2.50000000e-01 6.50000000e+01
 4.84560256e+04]",[0.13846461 0.95201427 0.         0.         2.13822261],3
23.61,48.44,0.25,65.0,45775.11689166669,"[2.36100000e+01 4.84400000e+01 2.50000000e-01 6.50000000e+01
 4.57751169e+04]",[0.13846461 0.95461028 0.         0.         2.00027723],3
23.61,48.46,0.25,65.0,40751.76091999997,"[2.36100000e+01 4.84600000e+01 2.50000000e-01 6.50000000e+01
 4.07517609e+04]",[0.13846461 0.95980228 0.         0.         1.74180193],0
23.61,48.48,0.25,65.0,35994.2995,"[2.36100000e+01 4.84800000e+01 2.50000000e-01 6.50000000e+01
 3.59942995e+04]",[0.13846461 0.96499429 0.         0.         1.49700815],0
23.61,48.49,0.25,65.0,71907.69645,"[2.36100000e+01 4.84900000e+01 2.50000000e-01 6.50000000e+01
 7.19076965e+04]",[0.13846461 0.96759029 0.         0.         3.34492143],3
23.61,48.54,0.25,65.0,0.01960000000000357,[2.361e+01 4.854e+01 2.500e-01 6.500e+01 1.960e-02],[ 0.13846461  0.9805703   0.          0.         -0.35506694],0
23.61,48.55,0.25,65.0,44327.74270000001,"[2.36100000e+01 4.85500000e+01 2.50000000e-01 6.50000000e+01
 4.43277427e+04]",[0.13846461 0.98316631 0.         0.         1.92580302],0
23.61,49.73,0.25,65.0,8227.87920000001,[2.3610000e+01 4.9730000e+01 2.5000000e-01 6.5000000e+01 8.2278792e+03],[0.13846461 1.28949465 0.         0.         0.06829516],0
23.61,49.75,0.25,65.0,28563.876566666662,"[2.36100000e+01 4.97500000e+01 2.50000000e-01 6.50000000e+01
 2.85638766e+04]",[0.13846461 1.29468665 0.         0.         1.11467792],0
23.61,49.76,0.25,65.0,14525.337099999993,"[2.36100000e+01 4.97600000e+01 2.50000000e-01 6.50000000e+01
 1.45253371e+04]",[0.13846461 1.29728266 0.         0.         0.392329  ],0
23.61,49.77,0.25,65.0,483.6050000000007,[2.36100e+01 4.97700e+01 2.50000e-01 6.50000e+01 4.83605e+02],[ 0.13846461  1.29987866  0.          0.         -0.3301842 ],0
23.61,49.81,0.25,65.0,7927.923200000009,[2.3610000e+01 4.9810000e+01 2.5000000e-01 6.5000000e+01 7.9279232e+03],[0.13846461 1.31026267 0.         0.         0.05286101],0
23.61,49.88,0.25,65.0,3328.9013666666815,"[2.36100000e+01 4.98800000e+01 2.50000000e-01 6.50000000e+01
 3.32890137e+03]",[ 0.13846461  1.32843469  0.          0.         -0.18378031],0
23.61,49.89,0.25,65.0,63197.235199999996,"[2.36100000e+01 4.98900000e+01 2.50000000e-01 6.50000000e+01
 6.31972352e+04]",[0.13846461 1.33103069 0.         0.         2.89672721],3
23.61,50.09,0.25,65.0,21020.700800000017,"[2.36100000e+01 5.00900000e+01 2.50000000e-01 6.50000000e+01
 2.10207008e+04]",[0.13846461 1.38295075 0.         0.         0.72654603],0
23.61,50.25,0.25,65.0,0.35279999999983574,[23.61   50.25    0.25   65.      0.3528],[ 0.13846461  1.4244868   0.          0.         -0.35504979],0
23.61,50.42,0.25,65.0,14.96045000000077,[23.61    50.42     0.25    65.      14.96045],[ 0.13846461  1.46861885  0.          0.         -0.35429816],0
23.61,50.43,0.25,65.0,3140.28125,"[2.36100000e+01 5.04300000e+01 2.50000000e-01 6.50000000e+01
 3.14028125e+03]",[ 0.13846461  1.47121485  0.          0.         -0.1934857 ],0
23.61,50.48,0.25,65.0,1874.5693000000006,[2.3610000e+01 5.0480000e+01 2.5000000e-01 6.5000000e+01 1.8745693e+03],[ 0.13846461  1.48419486  0.          0.         -0.25861254],0
23.61,50.53,0.25,65.0,42.044450000000666,[23.61    50.53     0.25    65.      42.04445],[ 0.13846461  1.49717488  0.          0.         -0.35290456],0
23.61,50.55,0.25,65.0,7.392233333333046,[23.61       50.55        0.25       65.          7.39223333],[ 0.13846461  1.50236689  0.          0.         -0.35468758],0
23.61,50.56,0.25,65.0,15.736050000000715,[23.61    50.56     0.25    65.      15.73605],[ 0.13846461  1.50496289  0.          0.         -0.35425825],0
23.61,50.59,0.25,65.0,0.03919999999996053,[2.361e+01 5.059e+01 2.500e-01 6.500e+01 3.920e-02],[ 0.13846461  1.5127509   0.          0.         -0.35506593],0
23.61,50.6,0.25,65.0,3.6180500000001468,[23.61    50.6      0.25    65.       3.61805],[ 0.13846461  1.5153469   0.          0.         -0.35488178],0
23.61,50.75,0.25,65.0,42.82763333333415,[23.61       50.75        0.25       65.         42.82763333],[ 0.13846461  1.55428694  0.          0.         -0.35286426],0
23.61,50.77,0.25,65.0,62.27279999999838,[23.61   50.77    0.25   65.     62.2728],[ 0.13846461  1.55947895  0.          0.         -0.35186372],0
23.61,50.78,0.25,65.0,15.620399999999686,[23.61   50.78    0.25   65.     15.6204],[ 0.13846461  1.56207495  0.          0.         -0.35426421],0
23.61,50.79,0.25,65.0,5.379199999999537,[23.61   50.79    0.25   65.      5.3792],[ 0.13846461  1.56467095  0.          0.         -0.35479116],0
23.62,39.88,0.25,65.0,0.0031999999999941793,[2.362e+01 3.988e+01 2.500e-01 6.500e+01 3.200e-03],[ 0.16017876 -1.2675682   0.          0.         -0.35506778],2
23.62,39.9,0.25,65.0,0.20480000000002765,[23.62   39.9     0.25   65.      0.2048],[ 0.16017876 -1.26237619  0.          0.         -0.35505741],2
23.62,39.92,0.25,65.0,0.016200000000001227,[2.362e+01 3.992e+01 2.500e-01 6.500e+01 1.620e-02],[ 0.16017876 -1.25718418  0.          0.         -0.35506711],2
23.62,39.98,0.25,65.0,6.265799999999871,[23.62   39.98    0.25   65.      6.2658],[ 0.16017876 -1.24160817  0.          0.         -0.35474554],2
23.62,41.11,0.25,65.0,335.40500000000236,[2.36200e+01 4.11100e+01 2.50000e-01 6.50000e+01 3.35405e+02],[ 0.16017876 -0.94825984  0.          0.         -0.33780978],1
23.62,41.18,0.25,65.0,362.0740499999961,[2.3620000e+01 4.1180000e+01 2.5000000e-01 6.5000000e+01 3.6207405e+02],[ 0.16017876 -0.93008782  0.          0.         -0.33643753],1
23.62,41.59,0.25,65.0,2.4864500000000405,[23.62    41.59     0.25    65.       2.48645],[ 0.16017876 -0.8236517   0.          0.         -0.35494001],1
23.62,41.64,0.25,65.0,80.8991999999989,[23.62   41.64    0.25   65.     80.8992],[ 0.16017876 -0.81067169  0.          0.         -0.3509053 ],1
23.62,43.36,0.25,65.0,0.048049999999983085,[2.362e+01 4.336e+01 2.500e-01 6.500e+01 4.805e-02],[ 0.16017876 -0.36415919  0.          0.         -0.35506548],1
23.62,43.58,0.25,65.0,0.720000000000191,[23.62 43.58  0.25 65.    0.72],[ 0.16017876 -0.30704713  0.          0.         -0.3550309 ],1
23.62,43.69,0.25,65.0,10008.295200000002,"[2.36200000e+01 4.36900000e+01 2.50000000e-01 6.50000000e+01
 1.00082952e+04]",[ 0.16017876 -0.2784911   0.          0.          0.15990594],1
23.62,43.71,0.25,65.0,4024.0082999999872,[2.3620000e+01 4.3710000e+01 2.5000000e-01 6.5000000e+01 4.0240083e+03],[ 0.16017876 -0.27329909  0.          0.         -0.14801378],1
23.62,43.82,0.25,65.0,192.8648000000042,[ 23.62    43.82     0.25    65.     192.8648],[ 0.16017876 -0.24474306  0.          0.         -0.34514415],1
23.62,44.01,0.25,65.0,10261.713800000014,"[2.36200000e+01 4.40100000e+01 2.50000000e-01 6.50000000e+01
 1.02617138e+04]",[ 0.16017876 -0.195419    0.          0.          0.17294552],1
23.62,44.66,0.25,65.0,77287.39280000007,"[2.36200000e+01 4.46600000e+01 2.50000000e-01 6.50000000e+01
 7.72873928e+04]",[ 0.16017876 -0.02667882  0.          0.          3.62173213],3
23.62,44.76,0.25,65.0,83738.68879999996,"[2.36200000e+01 4.47600000e+01 2.50000000e-01 6.50000000e+01
 8.37386888e+04]","[ 1.60178761e-01 -7.18786724e-04  0.00000000e+00  0.00000000e+00
  3.95368167e+00]",3
23.62,44.81,0.25,65.0,83501.49780000008,"[2.36200000e+01 4.48100000e+01 2.50000000e-01 6.50000000e+01
 8.35014978e+04]",[0.16017876 0.01226123 0.         0.         3.94147707],3
23.62,45.45,0.25,65.0,0.5724500000000535,[23.62    45.45     0.25    65.       0.57245],[ 0.16017876  0.17840541  0.          0.         -0.35503849],1
23.62,45.51,0.25,65.0,0.7937999999998453,[23.62   45.51    0.25   65.      0.7938],[ 0.16017876  0.19398143  0.          0.         -0.3550271 ],1
23.62,46.89,0.25,65.0,53.66480000000132,[23.62   46.89    0.25   65.     53.6648],[ 0.16017876  0.55222983  0.          0.         -0.35230664],0
23.62,47.9,0.25,65.0,3994.1563999999894,[2.3620000e+01 4.7900000e+01 2.5000000e-01 6.5000000e+01 3.9941564e+03],[ 0.16017876  0.81442612  0.          0.         -0.1495498 ],0
23.62,48.05,0.25,65.0,90.18245000000238,[23.62    48.05     0.25    65.      90.18245],[ 0.16017876  0.85336616  0.          0.         -0.35042764],0
23.62,48.16,0.25,65.0,32921.77999999998,[2.362000e+01 4.816000e+01 2.500000e-01 6.500000e+01 3.292178e+04],[0.16017876 0.88192219 0.         0.         1.33891256],0
23.62,48.27,0.25,65.0,5.678449999999632,[23.62    48.27     0.25    65.       5.67845],[ 0.16017876  0.91047823  0.          0.         -0.35477577],0
23.62,48.29,0.25,65.0,117724.07645000001,"[2.36200000e+01 4.82900000e+01 2.50000000e-01 6.50000000e+01
 1.17724076e+05]",[0.16017876 0.91567023 0.         0.         5.7023898 ],3
23.62,48.3,0.25,65.0,26450.0,[2.362e+01 4.830e+01 2.500e-01 6.500e+01 2.645e+04],[0.16017876 0.91826624 0.         0.         1.00590903],0
23.62,48.32,0.25,65.0,19753.461233333324,"[2.36200000e+01 4.83200000e+01 2.50000000e-01 6.50000000e+01
 1.97534612e+04]",[0.16017876 0.92345824 0.         0.         0.66134059],0
23.62,48.34,0.25,65.0,29223.948799999984,"[2.36200000e+01 4.83400000e+01 2.50000000e-01 6.50000000e+01
 2.92239488e+04]",[0.16017876 0.92865025 0.         0.         1.14864175],0
23.62,48.35,0.25,65.0,26065.01119999996,"[2.36200000e+01 4.83500000e+01 2.50000000e-01 6.50000000e+01
 2.60650112e+04]",[0.16017876 0.93124625 0.         0.         0.98609954],0
23.62,48.37,0.25,65.0,47863.92463333331,"[2.36200000e+01 4.83700000e+01 2.50000000e-01 6.50000000e+01
 4.78639246e+04]",[0.16017876 0.93643826 0.         0.         2.10775622],3
23.62,48.38,0.25,65.0,70425.045,[2.3620000e+01 4.8380000e+01 2.5000000e-01 6.5000000e+01 7.0425045e+04],[0.16017876 0.93903426 0.         0.         3.26863204],3
23.62,48.4,0.25,65.0,42342.19049666661,"[2.36200000e+01 4.84000000e+01 2.50000000e-01 6.50000000e+01
 4.23421905e+04]",[0.16017876 0.94422626 0.         0.         1.82363702],0
23.62,48.41,0.25,65.0,28696.45577666669,"[2.36200000e+01 4.84100000e+01 2.50000000e-01 6.50000000e+01
 2.86964558e+04]",[0.16017876 0.94682227 0.         0.         1.12149975],0
23.62,48.42,0.25,65.0,1.2185999999999992,[23.62   48.42    0.25   65.      1.2186],[ 0.16017876  0.94941827  0.          0.         -0.35500525],0
23.62,48.43,0.25,65.0,49749.38230000006,"[2.36200000e+01 4.84300000e+01 2.50000000e-01 6.50000000e+01
 4.97493823e+04]",[0.16017876 0.95201427 0.         0.         2.20477189],3
23.62,48.44,0.25,65.0,38506.38807999999,"[2.36200000e+01 4.84400000e+01 2.50000000e-01 6.50000000e+01
 3.85063881e+04]",[0.16017876 0.95461028 0.         0.         1.62626693],0
23.62,48.46,0.25,65.0,24.330829999998976,[23.62    48.46     0.25    65.      24.33083],[ 0.16017876  0.95980228  0.          0.         -0.35381601],0
23.62,48.47,0.25,65.0,20.544049999999068,[23.62    48.47     0.25    65.      20.54405],[ 0.16017876  0.96239828  0.          0.         -0.35401086],0
23.62,48.48,0.25,65.0,5330.28125,"[2.36200000e+01 4.84800000e+01 2.50000000e-01 6.50000000e+01
 5.33028125e+03]",[ 0.16017876  0.96499429  0.          0.         -0.08079989],0
23.62,48.49,0.25,65.0,48273.117633333386,"[2.36200000e+01 4.84900000e+01 2.50000000e-01 6.50000000e+01
 4.82731176e+04]",[0.16017876 0.96759029 0.         0.         2.12881113],3
23.62,48.5,0.25,65.0,72317.84804999999,[2.3620000e+01 4.8500000e+01 2.5000000e-01 6.5000000e+01 7.2317848e+04],[0.16017876 0.97018629 0.         0.         3.36602566],3
23.62,48.53,0.25,65.0,0.23120000000000465,[23.62   48.53    0.25   65.      0.2312],[ 0.16017876  0.9779743   0.          0.         -0.35505605],0
23.62,48.59,0.25,65.0,11.8584500000003,[23.62    48.59     0.25    65.      11.85845],[ 0.16017876  0.99355032  0.          0.         -0.35445778],0
23.62,49.74,0.25,65.0,62456.38244999998,"[2.36200000e+01 4.97400000e+01 2.50000000e-01 6.50000000e+01
 6.24563824e+04]",[0.16017876 1.29209065 0.         0.         2.85860685],3
23.62,49.76,0.25,65.0,8119.202449999993,"[2.36200000e+01 4.97600000e+01 2.50000000e-01 6.50000000e+01
 8.11920245e+03]",[0.16017876 1.29728266 0.         0.         0.06270323],0
23.62,49.77,0.25,65.0,23334.48044999997,"[2.36200000e+01 4.97700000e+01 2.50000000e-01 6.50000000e+01
 2.33344804e+04]",[0.16017876 1.29987866 0.         0.         0.84560088],0
23.62,49.81,0.25,65.0,4.470050000000367,[23.62    49.81     0.25    65.       4.47005],[ 0.16017876  1.31026267  0.          0.         -0.35483794],0
23.62,49.84,0.25,65.0,18.567033333333534,[23.62       49.84        0.25       65.         18.56703333],[ 0.16017876  1.31805068  0.          0.         -0.35411259],0
23.62,50.11,0.25,65.0,2537.5687999999927,[2.3620000e+01 5.0110000e+01 2.5000000e-01 6.5000000e+01 2.5375688e+03],[ 0.16017876  1.38814276  0.          0.         -0.22449809],0
23.62,50.12,0.25,65.0,19078.857800000005,"[2.36200000e+01 5.01200000e+01 2.50000000e-01 6.50000000e+01
 1.90788578e+04]",[0.16017876 1.39073876 0.         0.         0.62662907],0
23.62,50.13,0.25,65.0,26810.016799999987,"[2.36200000e+01 5.01300000e+01 2.50000000e-01 6.50000000e+01
 2.68100168e+04]",[0.16017876 1.39333476 0.         0.         1.02443358],0
23.62,50.22,0.25,65.0,16234.612033333331,[2.3620000e+01 5.0220000e+01 2.5000000e-01 6.5000000e+01 1.6234612e+04],[0.16017876 1.41669879 0.         0.         0.48027924],0
23.62,50.37,0.25,65.0,2964.5,[2.3620e+01 5.0370e+01 2.5000e-01 6.5000e+01 2.9645e+03],[ 0.16017876  1.45563883  0.          0.         -0.20253047],0
23.62,50.38,0.25,65.0,0.8266333333335469,[23.62       50.38        0.25       65.          0.82663333],[ 0.16017876  1.45823484  0.          0.         -0.35502541],0
23.62,50.43,0.25,65.0,0.008450000000014187,[2.362e+01 5.043e+01 2.500e-01 6.500e+01 8.450e-03],[ 0.16017876  1.47121485  0.          0.         -0.35506751],0
23.62,50.44,0.25,65.0,8.820000000000668,[23.62 50.44  0.25 65.    8.82],[ 0.16017876  1.47381085  0.          0.         -0.35461412],0
23.62,50.46,0.25,65.0,40.770449999998725,[23.62    50.46     0.25    65.      40.77045],[ 0.16017876  1.47900286  0.          0.         -0.35297012],0
23.62,50.48,0.25,65.0,2717.3192000000104,[2.3620000e+01 5.0480000e+01 2.5000000e-01 6.5000000e+01 2.7173192e+03],[ 0.16017876  1.48419486  0.          0.         -0.21524909],0
